,h3_index,n0,n1,n2,n3,n4,n5,waterbody_dist,waterway_dist,road_dist,hydro,index,theo_turbines,theo_pv,index_right_renamed,country,Vientiane road construction costs,Vientiane trucking transport and conversion costs,Vientiane trucking state,Vientiane pipeline transport and conversion costs,Vientiane trucking solar capacity,Vientiane trucking wind capacity,Vientiane trucking hydro capacity,Vientiane trucking electrolyzer capacity,Vientiane trucking battery capacity,Vientiane trucking H2 storage capacity,Vientiane trucking production cost,Vientiane pipeline solar capacity,Vientiane pipeline wind capacity,Vientiane pipeline hydro capacity,Vientiane pipeline electrolyzer capacity,Vientiane pipeline battery capacity,Vientiane pipeline H2 storage capacity,Vientiane pipeline production cost,Ocean water costs,Freshwater costs,Lowest water cost,Vientiane trucking total cost,geometry,Vientiane pipeline battery costs,Vientiane LCOH - pipeline battery costs portion,Vientiane trucking battery costs,Vientiane LCOH - trucking battery costs portion,Vientiane pipeline electrolyzer costs,Vientiane LCOH - pipeline electrolyzer portion,Vientiane trucking electrolyzer costs,Vientiane LCOH - trucking electrolyzer portion,Vientiane pipeline H2 storage costs,Vientiane LCOH - pipeline H2 storage portion,Vientiane trucking H2 storage costs,Vientiane LCOH - trucking H2 storage portion,Vientiane pipeline wind costs,Vientiane LCOH - pipeline wind portion,Vientiane trucking wind costs,Vientiane LCOH - trucking wind portion,Vientiane pipeline solar costs,Vientiane LCOH - pipeline solar portion,Vientiane trucking solar costs,Vientiane LCOH - trucking solar portion,Vientiane pipeline hydro costs,Vientiane LCOH - pipeline hydro portion,Vientiane trucking hydro costs,Vientiane LCOH - trucking hydro portion
660,85414e13fffffff,222,263,862,383,494,701,24.891795,0.0,0.0,,554,45.0,391.0,92,Laos,0.0,0.43710146896352814,NH3,1.5627100274770243,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((104.8916412864957 20.055152959341807, 104.86865305768659 20.146628160087992, 104.77291518710597 20.175820097015258, 104.70018546052235 20.11350475313107, 104.7232410717199 20.02199606147294, 104.81895910929411 19.992836153973926, 104.8916412864957 20.055152959341807))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,85406087fffffff,144,930,330,703,0,0,0.0,0.0,0.0,,555,0.0,0.0,92,Laos,0.0,0.5179471089875975,NH3,2.1714057708899004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((102.26619623361314 22.259627662694548, 102.24198237111952 22.349968626369378, 102.14421818572849 22.377830784873726, 102.07069670993936 22.31533164060681, 102.09497365268383 22.2249670916099, 102.19270909051512 22.197125215253113, 102.26619623361314 22.259627662694548))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,85416a33fffffff,370,311,681,868,789,60,0.0,0.0,0.0,,556,236.0,1035.0,92,Laos,0.0,0.39142778784716264,NH3,1.1940632789781045,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((104.91871487203619 18.17826882908305, 104.89587781203196 18.270602173592778, 104.80073859484524 18.29966624847289, 104.72845602160317 18.23636167696964, 104.75135969542245 18.143995330775198, 104.84647940919257 18.114966507776884, 104.91871487203619 18.17826882908305))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,8541491bfffffff,823,582,885,828,188,211,0.0,0.0,0.0,,557,112.0,2040.0,92,Laos,0.0,0.3800389964505227,NH3,1.0546030113614537,333.49088762292024,47.48540962593212,0.0,46.72758985566737,627.5454898087265,495.6488707462415,11.726603397228377,326.79039049458703,47.141470757913844,0.0,46.3891399088988,616.5657123053377,423.6245573284565,11.496738350766526,0.009849,0.005691,0.005691,12.1123333936789,"POLYGON ((102.57461029613553 19.7290908390649, 102.55071618740153 19.820891507229653, 102.45389846320872 19.8489645267357, 102.38100222396318 19.785211916885405, 102.40495903024686 19.693387226208724, 102.5017494736258 19.66533911280359, 102.57461029613553 19.7290908390649))",14484315.443000473,2.5411079724562233,14742251.552127292,2.586359921425841,5312629.693039872,0.9320402970245389,5351390.041697802,0.9388403581925968,1137834.0576635196,0.19962001011640695,1331287.707526047,0.23355924693439423,9582324.403276581,1.681109544434488,9652235.964270754,1.6933747305738165,35006825.10185232,6.141548263482863,35724603.64702931,6.26747432404023,0.0,0.0,0.0,0.0
664,85649623fffffff,839,24,561,187,155,623,24.891795,0.0,0.0,,558,438.0,2820.0,92,Laos,0.0,0.44084603315277565,NH3,1.608563701124454,333.49088762291973,47.48540962593214,0.0,46.72758985566739,627.5454898087271,495.64887074624653,11.726603397228375,326.7903904945871,47.14147075791382,0.0,46.38913990889877,616.5657123053389,423.62455732845467,11.49673835076653,0.009849,0.005691,0.005691,12.173140430381151,"POLYGON ((101.09283191537118 20.575481315123405, 101.06831106545168 20.66684412528859, 100.97062622263766 20.69414937659954, 100.89749451644676 20.630073166472112, 100.9220751209015 20.538691952804413, 101.01972778110861 20.511405295194713, 101.09283191537118 20.575481315123405))",14484315.443000501,2.541107972456228,14742251.552127305,2.586359921425843,5312629.693039868,0.9320402970245383,5351390.041697805,0.9388403581925974,1137834.0576635145,0.19962001011640607,1331287.7075260603,0.23355924693439653,9582324.403276578,1.6811095444344872,9652235.964270758,1.6933747305738172,35006825.10185233,6.141548263482864,35724603.64702926,6.26747432404022,0.0,0.0,0.0,0.0
665,85416b6ffffffff,762,709,39,137,615,702,0.0,0.0,0.0,,559,871.0,4072.0,92,Laos,0.0,0.3417423909854134,NH3,0.776291480070568,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((103.77346210849886 18.524527837779694, 103.7501325252847 18.616827896636387, 103.65426475201326 18.645421930405416, 103.58174988125964 18.581685007146373, 103.60514409597941 18.489356527151195, 103.70098863750367 18.46079333903107, 103.77346210849886 18.524527837779694))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,85414d23fffffff,141,705,439,231,840,394,0.0,0.0,0.0,,560,0.0,0.0,92,Laos,0.0,0.33467250564585477,NH3,0.689717930065536,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((102.78892108771818 18.900885401544908, 102.76517411324298 18.993080062187442, 102.66871274088302 19.021241933156272, 102.59602488523969 18.957182212015592, 102.61983466961009 18.864963023093157, 102.71626959318219 18.836828029168085, 102.78892108771818 18.900885401544908))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,85649627fffffff,495,839,37,558,671,155,0.0,0.0,0.0,,561,319.0,2389.0,92,Laos,0.0,0.4428059132238106,NH3,1.6325632099119898,359.6456530592554,105.52439392106781,0.0,44.33541121150728,606.3630189489585,2741.8003274419107,15.213014110411752,351.90314481417306,105.59648819864422,0.0,44.365701169341456,593.3586472562281,2699.346198178389,14.989719740880982,0.009849,0.005691,0.005691,15.661511023635564,"POLYGON ((100.9220751209015 20.538691952804413, 100.89749451644676 20.630073166472112, 100.79976046355644 20.657290319064195, 100.72663983693658 20.59310815667455, 100.75127978513856 20.501709241010005, 100.84898112113699 20.47451013198257, 100.9220751209015 20.538691952804413))",13939136.812452378,2.4454625986758556,14244634.536338545,2.4990586905857097,5080899.146818699,0.8913858152313507,5077430.245914159,0.8907772361252911,7250306.868613617,1.2719836611602837,7364336.504829987,1.2919888604964889,21464324.075979553,3.7656708905227285,21449669.659300346,3.763099940228131,37696983.14769026,6.613505815384256,38526385.23498859,6.759014953506771,0.0,0.0,0.0,0.0
668,85659267fffffff,512,639,328,396,910,301,11.131949,0.0,0.0,,562,167.0,362.0,92,Laos,0.0,0.4886584213680712,NH3,2.003399766292956,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((106.1902680463586 15.812953280696368, 106.1681355801033 15.905899043784547, 106.0744846048094 15.935143122425584, 106.00298134923139 15.871397890489181, 106.02518153996803 15.778415030706391, 106.11881733288628 15.749214452674158, 106.1902680463586 15.812953280696368))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,8564b35bfffffff,465,791,897,486,0,0,11.131949,0.0,0.0,,563,82.0,725.0,91,Other,0.0,0.3717592680000275,NH3,0.9532144526211533,331.46019256293636,14.894551937027705,0.0,99.35897466093095,212.81518924239484,913.6099768541228,10.070374559184131,329.3144870376797,14.757263480377333,0.0,98.44314715949052,217.06627266572565,846.8202010336604,9.987933623963345,0.009849,0.005691,0.005691,10.44782482718416,"POLYGON ((101.31332823599514 18.72832029411104, 101.2890350523318 18.82063698695627, 101.19201506887217 18.848101570402232, 101.1193194739218 18.78322752425125, 101.1436722021029 18.690892503154746, 101.2406610818438 18.66344979999078, 101.31332823599514 18.72832029411104))",5099304.587618249,0.894614839933026,4999438.454862003,0.8770944657652637,11274017.748612704,1.9778978506338076,11378901.184421387,1.9962984534072608,2274516.075106778,0.3990379079134699,2453910.0226897327,0.4305105302964443,2999670.644553725,0.526258007816443,3027576.912799041,0.5311538443507089,35277214.344603635,6.1889849727374795,35507069.13907618,6.229310375276523,0.0,0.0,0.0,0.0
670,8564b35bfffffff,465,791,897,486,0,0,11.131949,0.0,0.0,,563,82.0,725.0,92,Laos,0.0,0.3717592680000275,NH3,0.9532144526211533,331.46019256293636,14.894551937027705,0.0,99.35897466093095,212.81518924239484,913.6099768541228,10.070374559184131,329.3144870376797,14.757263480377333,0.0,98.44314715949052,217.06627266572565,846.8202010336604,9.987933623963345,0.009849,0.005691,0.005691,10.44782482718416,"POLYGON ((101.31332823599514 18.72832029411104, 101.2890350523318 18.82063698695627, 101.19201506887217 18.848101570402232, 101.1193194739218 18.78322752425125, 101.1436722021029 18.690892503154746, 101.2406610818438 18.66344979999078, 101.31332823599514 18.72832029411104))",5099304.587618249,0.894614839933026,4999438.454862003,0.8770944657652637,11274017.748612704,1.9778978506338076,11378901.184421387,1.9962984534072608,2274516.075106778,0.3990379079134699,2453910.0226897327,0.4305105302964443,2999670.644553725,0.526258007816443,3027576.912799041,0.5311538443507089,35277214.344603635,6.1889849727374795,35507069.13907618,6.229310375276523,0.0,0.0,0.0,0.0
671,8541484bfffffff,44,450,403,713,721,484,15.742953,0.0,0.0,,564,15.0,890.0,92,Laos,0.0,0.42938660110914956,NH3,1.4682384107683226,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((103.90845443310853 20.436564640388077, 103.885033676344 20.52792354756291, 103.78863681394085 20.55666041695459, 103.71568388248606 20.494010052767603, 103.73917034316212 20.402621500426402, 103.83554411979614 20.373912904474626, 103.90845443310853 20.436564640388077))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,85649457fffffff,600,170,711,270,525,883,0.0,0.0,0.0,,565,265.0,1467.0,92,Laos,0.0,0.39067673524408014,NH3,1.1848663419746763,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((101.43436144140978 19.6315531520688, 101.41004216252792 19.72342724408093, 101.31278412908648 19.750938159669367, 101.2398763788839 19.68655385942097, 101.26425582415 19.594660439799622, 101.36148295463008 19.56717059134439, 101.43436144140978 19.6315531520688))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,85416803fffffff,254,509,71,261,0,0,0.0,0.0,0.0,,566,641.0,1122.0,91,Other,0.0,0.3959005713732122,NH3,1.2488342872273424,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((104.90750095100337 17.154772119032632, 104.88473427101428 17.247494401490346, 104.78990125209314 17.27644982269984, 104.71785440331084 17.212645987832815, 104.7406872411047 17.11989123085119, 104.83550084967412 17.09097273335577, 104.90750095100337 17.154772119032632))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,85416803fffffff,254,509,71,261,0,0,0.0,0.0,0.0,,566,641.0,1122.0,92,Laos,0.0,0.3959005713732122,NH3,1.2488342872273424,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((104.90750095100337 17.154772119032632, 104.88473427101428 17.247494401490346, 104.78990125209314 17.27644982269984, 104.71785440331084 17.212645987832815, 104.7406872411047 17.11989123085119, 104.83550084967412 17.09097273335577, 104.90750095100337 17.154772119032632))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,8565924bfffffff,380,14,3,260,768,500,0.0,0.0,0.0,,567,328.0,2611.0,92,Laos,0.0,0.5215536554860887,NH3,2.21556936317414,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((106.849347461231 15.949479658582641, 106.82748856913344 16.042269956644404, 106.73423078886415 16.071764390977677, 106.66284507919748 16.00842306346487, 106.6847727581285 15.915592842785719, 106.77801742700674 15.88614382718657, 106.849347461231 15.949479658582641))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,85414dc7fffffff,47,137,238,120,31,99,0.0,0.0,0.0,,568,218.0,2155.0,92,Laos,0.0,0.34072129735025747,NH3,0.7637877835270939,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((103.53491254935973 18.76622568150284, 103.51146941376443 18.858436875604607, 103.41540623642013 18.886936477924323, 103.34281031876588 18.82319518063094, 103.3663177195251 18.73095644226466, 103.46235686190943 18.702486492405363, 103.53491254935973 18.76622568150284))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,856596a7fffffff,455,11,932,0,0,0,22.263898,11.131949,15.742953,,569,0.0,0.0,90,Other,0.1598494441381916,0.575312284440494,NH3,2.6832195045609457,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.0058312625574000005,0.0058312625574000005,,"POLYGON ((106.91328073870234 14.206893714205497, 106.89156999891878 14.30005195668557, 106.79887000250963 14.32921887822729, 106.72789357739948 14.265178849362893, 106.74967244108898 14.171981549350738, 106.84235967159829 14.142863290190727, 106.91328073870234 14.206893714205497))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,8564b02ffffffff,855,877,227,729,192,844,11.131949,0.0,0.0,,570,100.0,1118.0,91,Other,0.0,0.3710056423171389,NH3,0.9439860072349795,338.87552144080195,33.88093275882207,0.0,46.37702698331835,632.4132665099382,880.2668158353702,11.536795888770254,331.7801791057855,33.87352803424786,0.0,46.36689122012002,618.9955658274498,815.0432515104377,11.311356914367947,0.009849,0.005691,0.005691,11.913492531087392,"POLYGON ((101.14477107497555 17.66214931829164, 101.12049887253164 17.75493247818265, 101.02374794635274 17.782319714195772, 100.95130074132648 17.716900991414043, 100.97563170419622 17.624100896807242, 101.07235121260388 17.59673640338322, 101.14477107497555 17.66214931829164))",14541397.37959238,2.551122347296909,14856604.997087466,2.6064219293135906,5310081.703470125,0.9315932813105482,5311242.4828386335,0.9317969268137953,2189164.801695725,0.3840640002974956,2364351.984703093,0.4147985938075601,6885384.123344451,1.2079621269025353,6886889.262489375,1.2082261864016446,35541347.11439704,6.235324055157376,36301422.7328501,6.368670654885982,0.0,0.0,0.0,0.0
679,8564b02ffffffff,855,877,227,729,192,844,11.131949,0.0,0.0,,570,100.0,1118.0,92,Laos,0.0,0.3710056423171389,NH3,0.9439860072349795,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((101.14477107497555 17.66214931829164, 101.12049887253164 17.75493247818265, 101.02374794635274 17.782319714195772, 100.95130074132648 17.716900991414043, 100.97563170419622 17.624100896807242, 101.07235121260388 17.59673640338322, 101.14477107497555 17.66214931829164))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,85414c0ffffffff,466,916,468,655,0,0,15.742953,0.0,0.0,,571,0.0,0.0,94,Other,0.0,0.3865326860361668,NH3,1.1341208158319582,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((104.30718645814224 19.215885867983726, 104.28402066440134 19.307827853264268, 104.18821918119401 19.336701854603138, 104.11560519032777 19.273602294832603, 104.13883692573269 19.181629419571372, 104.23461679535319 19.152786942433426, 104.30718645814224 19.215885867983726))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,856490d3fffffff,604,168,282,650,189,661,15.742953,0.0,0.0,,572,350.0,2485.0,92,Laos,0.0,0.4298296772081164,NH3,1.4736640533307714,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((100.94722656350189 20.108332762786315, 100.92268966897409 20.199953042912508, 100.825101737501 20.227202409625967, 100.7520833500432 20.162812742189722, 100.77667948060272 20.071174870322107, 100.87423486694401 20.04394420013372, 100.94722656350189 20.108332762786315))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,8565923bfffffff,305,275,473,904,512,639,0.0,0.0,0.0,15.0,573,970.0,4364.0,92,Laos,0.0,0.49620193677604135,NH3,2.0957731043344476,328.83145327691756,0.0,14.177169541999943,79.6081436908375,352.1551188202573,775.3451871281278,10.181463926984495,323.3129196636504,0.0,13.857689880109305,78.24462022162894,366.5542284614362,759.6717867779712,10.084338027429876,0.009849,0.005691,0.005691,10.683356863760537,"POLYGON ((106.25656969795303 15.53399456754591, 106.23448509459728 15.627000517794126, 106.14095974793815 15.656219340945508, 106.06953402099701 15.592387965553696, 106.09168633245842 15.499344811427234, 106.18519673324654 15.470170189794409, 106.25656969795303 15.53399456754591))",8611064.426774062,1.5107130573287828,8272801.623671739,1.4513687059073226,8960819.138410307,1.57207353305444,9116974.119595561,1.599469143788695,2040439.8580979318,0.35797190492946174,2082537.815851538,0.3653575115529014,0.0,0.0,0.0,0.0,34634307.37576146,6.076194276449378,35225470.2331697,6.179907058450824,3227534.9794779285,0.5662342069259524,3301943.6141713527,0.5792883533633952
683,85414983fffffff,620,147,269,242,128,323,0.0,0.0,0.0,,574,0.0,13.0,92,Laos,0.0,0.3490074771268922,NH3,0.8652553413146655,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((102.59725509925804 19.2975459405113, 102.5734032209919 19.38956080598464, 102.4767312654484 19.417640343728195, 102.4039384145456 19.353679340561897, 102.42785286285138 19.26164054929981, 102.52449768689429 19.233586632112917, 102.59725509925804 19.2975459405113))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,85416c8ffffffff,198,406,411,230,389,935,0.0,0.0,0.0,,575,796.0,2649.0,92,Laos,0.0,0.47303119767773977,NH3,1.812038214214493,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((105.79312267724882 16.022708586196003, 105.77080705022087 16.115662699902845, 105.67684320398794 16.144801160793513, 105.6052115198022 16.080943643848155, 105.62759432647599 15.987953973857497, 105.72154171133549 15.958857329238006, 105.79312267724882 16.022708586196003))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,856593c7fffffff,599,76,775,477,649,934,0.0,0.0,0.0,,576,913.0,829.0,91,Other,0.0,0.49027166224881435,NH3,2.023154540713088,326.0988973912171,26.29464250524172,0.0,81.04593856272881,326.11006685555515,1415.2749095530173,10.711922651353005,323.8543998417753,22.348485028279928,0.0,68.88300322816613,416.19827955555047,1327.7917969657126,10.609528281967826,0.009849,0.005691,0.005691,11.20788531360182,"POLYGON ((105.66327857703068 15.114874944376787, 105.64097261884262 15.208081259607651, 105.54719936727363 15.237028580905372, 105.47574892297585 15.172726628590052, 105.49812146416608 15.079485888433881, 105.59187794044065 15.050581477119975, 105.66327857703068 15.114874944376787))",9777298.749514813,1.715315570090318,7660953.217480664,1.3440268802597657,7888697.419576791,1.3839820034345247,9281634.894593999,1.6283569990515787,3566381.36750517,0.6256809416675737,3801356.567243338,0.6669046609198839,4542718.545258746,0.7969681658348676,5344843.733181853,0.9376918830143601,34692312.45315387,6.086370605816469,34932750.163197696,6.128552660210122,0.0,0.0,0.0,0.0
686,856593c7fffffff,599,76,775,477,649,934,0.0,0.0,0.0,,576,913.0,829.0,92,Laos,0.0,0.49027166224881435,NH3,2.023154540713088,344.5818906197572,18.007486892607055,0.0,91.00942376813666,258.9268498486259,947.8564839361597,10.46664874302718,342.7210077959676,17.63620685546222,0.0,89.1329830166499,268.6422844984485,880.3040011728273,10.383885987974958,0.009849,0.005691,0.005691,10.962611405275995,"POLYGON ((105.66327857703068 15.114874944376787, 105.64097261884262 15.208081259607651, 105.54719936727363 15.237028580905372, 105.47574892297585 15.172726628590052, 105.49812146416608 15.079485888433881, 105.59187794044065 15.050581477119975, 105.66327857703068 15.114874944376787))",6310924.38704545,1.1071797170255175,6082690.12535138,1.067138618482698,10207788.571493557,1.7908401002620276,10422684.447406666,1.8285411311239765,2364451.862631963,0.4148161162512216,2545894.4023482134,0.4466481407628444,3584865.99198773,0.6289238582434614,3660335.1214650944,0.6421640563973849,36713363.45137337,6.440940956381293,36912707.13295731,6.475913532097773,0.0,0.0,0.0,0.0
687,85414db7fffffff,660,23,374,780,586,717,0.0,0.0,0.0,40.0,577,0.0,0.0,92,Laos,0.0,0.3008076093533907,NH3,0.46567443527574975,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((102.93106082915111 18.346867419069344, 102.9074115557064 18.439302438386502, 102.81118782556321 18.467511176268353, 102.73863936156825 18.403256630377587, 102.76235151377712 18.31079677164333, 102.85854934338504 18.282616244199083, 102.93106082915111 18.346867419069344))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,8564907bfffffff,511,339,498,537,0,0,0.0,0.0,0.0,0.0,578,106.0,1166.0,92,Laos,0.0,0.47490825772841544,NH3,1.8350235590050716,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((100.33526456906385 20.701304776814165, 100.31045831709632 20.7925778541378, 100.21247532336534 20.819473897408685, 100.13933329661394 20.755081040460542, 100.16419756522707 20.663792527934653, 100.26214595193761 20.63691224911105, 100.33526456906385 20.701304776814165))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,8564907bfffffff,511,339,498,537,0,0,0.0,0.0,0.0,0.0,578,106.0,1166.0,93,Other,0.0,0.47490825772841544,NH3,1.8350235590050716,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((100.33526456906385 20.701304776814165, 100.31045831709632 20.7925778541378, 100.21247532336534 20.819473897408685, 100.13933329661394 20.755081040460542, 100.16419756522707 20.663792527934653, 100.26214595193761 20.63691224911105, 100.33526456906385 20.701304776814165))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,85659153fffffff,392,453,856,289,632,0,0.0,11.131949,0.0,,579,91.0,371.0,91,Other,0.0,0.5220308983847022,NH3,2.221413391749325,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((105.4182075050591 14.325902877166993, 105.39585482420958 14.419313090647602, 105.30216682282635 14.448044933686061, 105.23084903719374 14.383323148043829, 105.25326756794917 14.289880132134348, 105.34693810912016 14.261191655032217, 105.4182075050591 14.325902877166993))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
